Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11332857500,2020-02-08 18:50:18,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,17501,30-44,Male,$10000-$24999,Middle Atlantic,iOS Phone / Tablet
11332856775,2020-02-08 18:46:31,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Sen. Michael Bennet,Tom Steyer,,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,South Bend Mayor Pete Buttigieg,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Sen. Michael Bennet,Tom Steyer,,Fmr. Gov. Deval Patrick,,30215,18-29,Male,$75000-$99999,South Atlantic,iOS Phone / Tablet
11332856286,2020-02-08 18:47:46,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,Hispanic or Latino,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,Tom Steyer,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,Tom Steyer,,,,91722,30-44,Male,$0-$9999,Pacific,iOS Phone / Tablet
11332855034,2020-02-08 18:45:51,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,,Sen. Elizabeth Warren,,,,,,,,7726,18-29,Male,Prefer not to answer,Middle Atlantic,Android Phone / Tablet
11332854952,2020-02-08 18:43:47,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,,,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,Fmr. V.P. Joe Biden,,,,,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,Sen. Michael Bennet,Tom Steyer,,Fmr. Gov. Deval Patrick,,36421,18-29,Male,$50000-$74999,East South Central,iOS Phone / Tablet
11332852469,2020-02-08 18:41:00,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,37917,18-29,Male,$10000-$24999,East South Central,iOS Phone / Tablet
11332851259,2020-02-08 18:40:49,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,No,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,,,,53083,18-29,Male,$10000-$24999,East North Central,iOS Phone / Tablet
11332850818,2020-02-08 18:38:27,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Bernie Sanders,,,Andrew Yang,,Tom Steyer,,,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,South Bend Mayor Pete Buttigieg,Andrew Yang,,Tom Steyer,,,,94805,30-44,Male,$75000-$99999,Pacific,iOS Phone / Tablet
11332845354,2020-02-08 18:33:00,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,76209,30-44,Male,$25000-$49999,West South Central,Android Phone / Tablet
11332844454,2020-02-08 18:31:04,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,,,,Sen. Bernie Sanders,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,32514,18-29,Male,$10000-$24999,South Atlantic,iOS Phone / Tablet
11332842001,2020-02-08 18:25:17,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Andrew Yang,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Fmr. V.P. Joe Biden,,,,,,Andrew Yang,,,,,,7055,30-44,Female,$75000-$99999,Middle Atlantic,Android Phone / Tablet
11332840987,2020-02-08 18:25:35,Yes I will likely vote in my state's Democratic primary or caucus,I don't know or I'd rather not say,No,Hispanic or Latino,I'm not sure at this time,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,48348,18-29,Female,$0-$9999,East North Central,iOS Phone / Tablet
11332839753,2020-02-08 18:25:20,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Andrew Yang,Sen. Michael Bennet,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. NYC Mayor Michael Bloomberg,Fmr. Gov. Deval Patrick,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,,,,,,Sen. Michael Bennet,Tom Steyer,,,,Fmr. V.P. Joe Biden,,,,,South Bend Mayor Pete Buttigieg,,,,Fmr. NYC Mayor Michael Bloomberg,,,,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Andrew Yang,Sen. Michael Bennet,Tom Steyer,,Fmr. Gov. Deval Patrick,,1852,30-44,Female,$100000-$124999,New England,iOS Phone / Tablet
11332839585,2020-02-08 18:25:16,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,38120,30-44,Female,$100000-$124999,East South Central,iOS Phone / Tablet
11332839484,2020-02-08 18:25:28,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Hispanic or Latino,Probably the Republican nominee,,,,Sen. Bernie Sanders,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,2124,18-29,Female,$0-$9999,New England,iOS Phone / Tablet
11332839334,2020-02-08 18:25:15,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,No,Hispanic or Latino,Neither / I don't intend to vote.,,,,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,93257,18-29,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
11332839185,2020-02-08 18:25:41,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Black or African American,Probably the Democratic nominee,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,,,,23320,18-29,Female,$25000-$49999,South Atlantic,Android Phone / Tablet
11332838930,2020-02-08 18:25:23,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,,,,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,78380,30-44,Female,$25000-$49999,West South Central,iOS Phone / Tablet
