Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Age,Gender,Household Income,Region,Device Type
10554635574,2019-02-25 20:30:04,I don't know or I'd rather not say,Slightly conservative,Unsure / Don’t know,Asian or Asian American,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,18-29,Male,$0-$9999,West North Central,Android Phone / Tablet
10554628037,2019-02-25 20:25:35,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,,,Rep. Tulsi Gabbard,,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,Sen. Kamala Harris,,,,Fmr Secretary of State John Kerry,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,30-44,Male,Prefer not to answer,West North Central,Windows Desktop / Laptop
10554626512,2019-02-25 20:25:00,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,,,Sen. Kamala Harris,,,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,Sen. Cory Booker,,,,,,Sen. Kamala Harris,,,,Fmr Secretary of State John Kerry,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,45-60,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
10554603564,2019-02-25 20:11:30,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,,,,,,,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,> 60,Male,$50000-$74999,West North Central,Android Phone / Tablet
10554601417,2019-02-25 20:06:11,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10554589921,2019-02-25 20:03:55,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Fmr. V.P. Joe Biden,,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,,,Sen. Kamala Harris,,,,,Sen. Amy Klobuchar,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,Sen. Kamala Harris,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,18-29,Male,$100000-$124999,Middle Atlantic,iOS Phone / Tablet
10554579586,2019-02-25 19:56:49,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,No,Hispanic or Latino,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,18-29,Male,$100000-$124999,Pacific,Android Phone / Tablet
10554572874,2019-02-25 19:54:05,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,,,,Sen. Kirsten Gillibrand,,,,,,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,,,,Sen. Kirsten Gillibrand,,,,,,,Fmr Secretary of State John Kerry,,,,,Sen. Elizabeth Warren,,,,,30-44,Male,$25000-$49999,South Atlantic,iOS Phone / Tablet
10554572438,2019-02-25 19:52:10,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,30-44,Female,$75000-$99999,East North Central,Android Phone / Tablet
10554571092,2019-02-25 19:52:34,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,,,,,,,,,Fmr Secretary of State John Kerry,Sen. Amy Klobuchar,,,Sen. Bernie Sanders,,,,,,,,Sen. Cory Booker,,,,,,,,,,,Sen. Amy Klobuchar,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,,,,,,,18-29,Male,$50000-$74999,West North Central,Android Phone / Tablet
10554569086,2019-02-25 19:51:46,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately conservative,Yes,White or Caucasian,,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,,,,,,,Fmr Secretary of State John Kerry,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,30-44,Male,$25000-$49999,New England,iOS Phone / Tablet
10554567603,2019-02-25 19:50:46,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Cory Booker,,,,,,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,30-44,Male,$125000-$149999,Pacific,Android Phone / Tablet
10554566520,2019-02-25 19:48:50,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Native Hawaiian or other Pacific Islander,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,Gov. Steve Bullock,,,,,,,,,Fmr Secretary of State John Kerry,,,Rep. Tim Ryan,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,Fmr Secretary of State John Kerry,,,Rep. Tim Ryan,Sen. Bernie Sanders,,,,,,,,Sen. Cory Booker,Gov. Steve Bullock,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,30-44,Male,$25000-$49999,West North Central,iOS Phone / Tablet
10554565360,2019-02-25 19:48:49,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,,,,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,,Rep. Tim Ryan,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,30-44,Male,$75000-$99999,Middle Atlantic,Android Phone / Tablet
10554561635,2019-02-25 19:46:37,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,,,,Fmr. Mayor Andrew Gillum,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Kamala Harris,,,,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,18-29,Male,$75000-$99999,New England,iOS Phone / Tablet
10554561059,2019-02-25 19:46:40,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,Fmr. Mayor Andrew Gillum,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,Rep. Tim Ryan,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,45-60,Male,$25000-$49999,South Atlantic,iOS Phone / Tablet
10554559841,2019-02-25 19:46:18,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,Gov. Steve Bullock,,,,,Sen. Kamala Harris,,,,Fmr Secretary of State John Kerry,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Sen. Cory Booker,,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,30-44,Male,$125000-$149999,Middle Atlantic,Android Phone / Tablet
10554554784,2019-02-25 19:43:10,I don't know or I'd rather not say,Slightly conservative,Yes,White or Caucasian,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,30-44,Male,$25000-$49999,West South Central,iOS Phone / Tablet
10554553310,2019-02-25 19:42:00,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,Fmr. Mayor Andrew Gillum,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,Gov. Jay Inslee,Fmr Secretary of State John Kerry,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,,,Sen. Kamala Harris,,,,,,Fmr. Rep. Beto O'Rourke,,,Sen. Elizabeth Warren,,,,,,,,,,,Rep. Tulsi Gabbard,,,,,Gov. Jay Inslee,,,,,Sen. Bernie Sanders,,,,,,30-44,Female,$50000-$74999,Pacific,iOS Phone / Tablet
10554548261,2019-02-25 19:38:59,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,Fmr. Mayor Andrew Gillum,Sen. Kamala Harris,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. Mayor Andrew Gillum,,,,,,,,,,,,,,,> 60,Female,$200000+,South Atlantic,iOS Phone / Tablet
10554545907,2019-02-25 19:37:34,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Fmr Secretary of State John Kerry,,,,,,,,,,30-44,Male,$50000-$74999,West South Central,iOS Phone / Tablet
10554541042,2019-02-25 19:34:30,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Hispanic or Latino,Fmr. V.P. Joe Biden,Fmr. NYC Mayor Michael Bloomberg,Sen. Cory Booker,,,,,Fmr. Mayor Andrew Gillum,,,Fmr. A.G. Eric Holder,,Fmr Secretary of State John Kerry,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,Fmr. Rep. Beto O'Rourke,,,,,,,,,,Sen. Cory Booker,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,30-44,Male,$100000-$124999,South Atlantic,iOS Phone / Tablet
