Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Setting aside how you feel about him or your overall agreement with his policies what is something you like most about Donald Trump or his presidency?,Setting aside how you feel about him or your overall agreement with his policies what is something you dislike most about Donald Trump or his presidency?,Setting aside how you feel about him or your overall agreement with his policies what is something you like most about Sen. Bernie Sanders or his candidacy?,Who do you think you will vote for in the 2020 general election?,If one of your preferred candidates doesn't win the Democratic nomination what would you do?,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11355217244,2020-02-18 19:38:31,Yes I will likely vote in my state's Republican primary or caucus,Very liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,I have not heard of any of these people,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,,Tom Steyer,,South Bend Mayor Pete Buttigieg,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,,,nothing to like,his speech,liberal,Probably the Democratic nominee,I would definitely still support the Democratic nominee,11372,45-60,Male,$50000-$74999,Middle Atlantic,Android Phone / Tablet
11355216928,2020-02-18 19:38:35,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,nothing,ruined most international relationships,socialized medical,Probably the Democratic nominee,I would probably still support the Democratic nominee,7866,45-60,Male,$200000+,Middle Atlantic,Android Phone / Tablet
11355216703,2020-02-18 19:39:01,Yes I will likely vote in my state's Democratic primary or caucus,Slightly conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,,,doesn't take any crap,tweets too much,nothing,I'm not sure at this time,I would possibly support the Democratic nominee but may just not vote,18507,> 60,Male,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop
11355214795,2020-02-18 19:31:40,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,draining the swamp. boarders. ect.,?,there is nothing to like about a sosalist communist.,Probably the Republican nominee,,98661,45-60,Male,$25000-$49999,Pacific,Android Phone / Tablet
11355213492,2020-02-18 19:38:23,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,Rep. Tulsi Gabbard,,,,,,,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,,,,,,,Minimal justice reform,Total disregard for the law/constitution,Universal government health care,Probably the Democratic nominee,I would definitely still support the Democratic nominee,7940,> 60,Male,$25000-$49999,Middle Atlantic,Android Phone / Tablet
11355212948,2020-02-18 19:38:18,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Black or African American,,,,,Sen. Elizabeth Warren,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,Getting troops out of warzone.,EVerything else.,his drive.,Probably the Democratic nominee,I would definitely still support the Democratic nominee,2139,45-60,Male,$100000-$124999,New England,Windows Desktop / Laptop
11355212189,2020-02-18 19:33:06,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,,,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,,,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,Fmr. V.P. Joe Biden,,,,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,,,the economy is booming,his scandals,his commitment to it and is still trying,I'm not sure at this time,I don't know,60505,18-29,Male,$10000-$24999,East North Central,Android Phone / Tablet
11355211456,2020-02-18 19:31:28,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,Fmr. V.P. Joe Biden,,Sen. Amy Klobuchar,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,Sen. Amy Klobuchar,,,,,Fmr. NYC Mayor Michael Bloomberg,,,Rep. Tulsi Gabbard,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,,,I can literally think of nothing. Even if the economy is doing well I don’t think it’s sustainable- he’s going to run us into the ground and the national debt will increase further.,Immigration tax changes public policy international relations climate change (or failure to believe it) political appointments health care transparency treatment of the media his god-like complex.,His aspirations toward healthcare for all. Although I don’t think it’s fundable.,Probably the Democratic nominee,I would definitely still support the Democratic nominee,97405,45-60,Male,$150000-$174999,Pacific,iOS Phone / Tablet
11355211230,2020-02-18 19:34:31,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,,,Sen. Amy Klobuchar,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,Tom Steyer,Fmr. NYC Mayor Michael Bloomberg,,He improved the economy.,He's back and forth on gun control.,He's so crazy he's funny.,Probably the Republican nominee,,89503,45-60,Male,$50000-$74999,Mountain,Android Phone / Tablet
11355210738,2020-02-18 19:25:36,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,,,,South Bend Mayor Pete Buttigieg,Fmr. V.P. Joe Biden,,,,,,,,,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,,South Bend Mayor Pete Buttigieg,,,,kept promises,Twitter anger,he has good chickrn,Probably the Republican nominee,,47906,18-29,Male,$50000-$74999,East North Central,Android Phone / Tablet
11355210405,2020-02-18 19:32:26,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,,,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,can't think of anything good.,Racist misogynistic and believes capitalism is the only answer.,Anti-capitalist,Probably the Democratic nominee,I would definitely still support the Democratic nominee,16046,18-29,Male,$75000-$99999,Middle Atlantic,Android Phone / Tablet
11355209013,2020-02-18 19:33:46,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,Fmr. NYC Mayor Michael Bloomberg,South Bend Mayor Pete Buttigieg,,,,,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Amy Klobuchar,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,He gets things done,His demeanor,He hasn’t wavered from his beliefs,I'm not sure at this time,I would definitely not support the Democratic nominee,32605,18-29,Male,$50000-$74999,South Atlantic,iOS Phone / Tablet
11355207916,2020-02-18 19:31:25,Yes I will likely vote in my state's Republican primary or caucus,I don't know or I'd rather not say,Yes,Asian or Asian American,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,Foreign policy,Foreign policy,Very honest,Probably the Democratic nominee,I would definitely still support the Democratic nominee,11372,> 60,Male,$0-$9999,Middle Atlantic,iOS Phone / Tablet
11355204357,2020-02-18 19:31:01,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,,,,,South Bend Mayor Pete Buttigieg,,,,,,,,Fmr. NYC Mayor Michael Bloomberg,,,,,,Sen. Elizabeth Warren,,,,,How he can make up OK laws.,A lot about him he said he was going to build a wall but I haven't heard anything he says things that are out of reach for even a president to do its gonna take years.,Even when he is kind of old he still wants to keep moving and he impresses me with his ideas.,Probably the Republican nominee,,48390,18-29,Male,Prefer not to answer,East North Central,Android Phone / Tablet
11355204042,2020-02-18 19:30:56,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,,,,,,,,,I have not heard of any of these people,,,,,,I have not heard of any of these people,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,I have not heard of any of these people,he is a great president,nothing,nothing he is a communist,Probably the Republican nominee,,11757,30-44,Male,$100000-$124999,Middle Atlantic,Android Phone / Tablet
11355203979,2020-02-18 19:31:23,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,Sen. Bernie Sanders,,,,,,don't follow politics,don't follow politics,his views,I'm not sure at this time,I don't know,17011,30-44,Male,$75000-$99999,Middle Atlantic,Android Phone / Tablet
