Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Age,Gender,Household Income,Region,Device Type
10770937480,2019-06-01 22:48:14,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,,,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,18-29,Male,$75000-$99999,Pacific,Android Phone / Tablet
10770937369,2019-06-01 22:49:08,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,Hispanic or Latino,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,Sen. Kamala Harris,Fmr. Gov. John Hickenlooper,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,,,,,Sen. Michael Bennet,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,Fmr. Rep. Beto O'Rourke,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,30-44,Male,$100000-$124999,Pacific,Android Phone / Tablet
10770933824,2019-06-01 22:43:04,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,Sen. Kamala Harris,,,,Fmr. Rep. Beto O'Rourke,Rep. Tim Ryan,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,Fmr. Georgia Dem. Leader Stacey Abrams,,NYC Mayor Bill de Blasio,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,Sen. Cory Booker,,,,,Sen. Kamala Harris,,,,,,,,,,,,,,,,NYC Mayor Bill de Blasio,,45-60,Male,$75000-$99999,South Atlantic,Android Phone / Tablet
10770932505,2019-06-01 22:41:15,I don't know or I'd rather not say,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Sen. Cory Booker,Gov. Steve Bullock,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,Sen. Kamala Harris,Fmr. Gov. John Hickenlooper,Gov. Jay Inslee,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,Rep. Tim Ryan,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,South Bend Mayor Pete Buttigieg,,Andrew Yang,Rep. Seth Moulton,Sen. Michael Bennet,Fmr. Georgia Dem. Leader Stacey Abrams,,NYC Mayor Bill de Blasio,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,Sen. Kamala Harris,Fmr. Gov. John Hickenlooper,,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,Fmr. Georgia Dem. Leader Stacey Abrams,,,South Bend Mayor Pete Buttigieg,,,,,,,,,,,,,,,,,,,,,,,NYC Mayor Bill de Blasio,,30-44,Male,$75000-$99999,South Atlantic,Android Phone / Tablet
10770932181,2019-06-01 22:40:15,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,Rep. Tulsi Gabbard,Sen. Kamala Harris,,,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,,,,Fmr. Georgia Dem. Leader Stacey Abrams,,NYC Mayor Bill de Blasio,,Fmr. V.P. Joe Biden,,,,,,,,,Sen. Amy Klobuchar,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,Sen. Kirsten Gillibrand,,,,,,,,,,,,,,,,,,,,30-44,Female,$75000-$99999,West North Central,Android Phone / Tablet
10770932095,2019-06-01 22:40:23,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Black or African American,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,30-44,Female,$25000-$49999,West South Central,Windows Desktop / Laptop
10770931968,2019-06-01 22:40:01,Yes I will likely vote in my state's Democratic primary or caucus,I don't know or I'd rather not say,Yes,Black or African American,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,Sen. Kamala Harris,,,,,,Sen. Bernie Sanders,,,,,,,,Fmr. Georgia Dem. Leader Stacey Abrams,,,,,Sen. Cory Booker,,,,,Sen. Kamala Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,Fmr. Georgia Dem. Leader Stacey Abrams,,,,18-29,Female,$10000-$24999,South Atlantic,iOS Phone / Tablet
10770931954,2019-06-01 22:40:21,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,,Sen. Kirsten Gillibrand,,Sen. Kamala Harris,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,30-44,Female,$75000-$99999,Middle Atlantic,iOS Phone / Tablet
10770931953,2019-06-01 22:40:19,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,Sen. Kirsten Gillibrand,,Sen. Kamala Harris,,,Sen. Amy Klobuchar,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,,,,Fmr. Georgia Dem. Leader Stacey Abrams,,NYC Mayor Bill de Blasio,,Fmr. V.P. Joe Biden,Sen. Cory Booker,,,,,Sen. Kamala Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,18-29,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
10770931900,2019-06-01 22:39:43,Yes I will likely vote in my state's Republican primary or caucus,I don't know or I'd rather not say,Yes,White or Caucasian,,,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,18-29,Female,$25000-$49999,East South Central,Android Phone / Tablet
10770931876,2019-06-01 22:39:23,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,Sen. Kirsten Gillibrand,,,,,,,Rep. Tim Ryan,Sen. Bernie Sanders,,Rep. John Delaney,,,,,Sen. Michael Bennet,,,,,,,,,Sen. Kirsten Gillibrand,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,18-29,Female,$50000-$74999,West North Central,Android Phone / Tablet
10770931851,2019-06-01 22:40:16,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,30-44,Female,$25000-$49999,East South Central,iOS Phone / Tablet
10770931403,2019-06-01 22:39:22,I don't know or I'd rather not say,Slightly liberal,No,White or Caucasian,,,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,,,,,,,,,,,,,,,,I have not heard of any of these people,,,,,,,,,30-44,Female,$50000-$74999,South Atlantic,Android Phone / Tablet
10770931346,2019-06-01 22:39:13,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Slightly liberal,No,White or Caucasian,Fmr. V.P. Joe Biden,Sen. Cory Booker,,Fmr. HUD Secretary Julian Castro,,,Sen. Kamala Harris,,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Cory Booker,,,,,,,,,,,,,,,,,,,,,,,18-29,Female,$25000-$49999,Middle Atlantic,iOS Phone / Tablet
10770931321,2019-06-01 22:39:13,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-29,Female,$100000-$124999,Middle Atlantic,Android Phone / Tablet
10770931292,2019-06-01 22:39:24,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,Black or African American,,,,,Sen. Kirsten Gillibrand,,,,,,,,Sen. Bernie Sanders,,,South Bend Mayor Pete Buttigieg,,,Rep. Seth Moulton,,,,,,,,,,Sen. Kirsten Gillibrand,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,18-29,Female,$75000-$99999,New England,iOS Phone / Tablet
10770931289,2019-06-01 22:38:47,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,American Indian or Alaska Native,,Sen. Cory Booker,Gov. Steve Bullock,,,,,,,,,Rep. Tim Ryan,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,Sen. Cory Booker,,,,,,,,,,,,,,,,,,,,,,,30-44,Female,$25000-$49999,Pacific,Android Phone / Tablet
10770930168,2019-06-01 22:36:20,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Hispanic or Latino,Fmr. V.P. Joe Biden,,,,,,Sen. Kamala Harris,,,,,,Sen. Bernie Sanders,,Rep. John Delaney,,,,,Sen. Michael Bennet,,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Kamala Harris,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Michael Bennet,,,,,18-29,Male,$0-$9999,Pacific,Android Phone / Tablet
10770929406,2019-06-01 22:36:01,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,Fmr. Rep. Beto O'Rourke,,,Sen. Elizabeth Warren,,,,,,,,,,,,,,,
10770926135,2019-06-01 22:29:43,I don't know or I'd rather not say,Very conservative,Yes,Another race,Fmr. V.P. Joe Biden,,,,,,,Fmr. Gov. John Hickenlooper,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,,,,,Sen. Michael Bennet,,,NYC Mayor Bill de Blasio,,,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,Fmr. Gov. John Hickenlooper,,,Fmr. Rep. Beto O'Rourke,,,Sen. Elizabeth Warren,Rep. John Delaney,,,,,Sen. Michael Bennet,,,NYC Mayor Bill de Blasio,,30-44,Female,$0-$9999,Mountain,Android Phone / Tablet
10770923658,2019-06-01 22:25:41,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,No,White or Caucasian,Fmr. V.P. Joe Biden,,,,,,Sen. Kamala Harris,,,,Fmr. Rep. Beto O'Rourke,,Sen. Bernie Sanders,Sen. Elizabeth Warren,,South Bend Mayor Pete Buttigieg,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fmr. Rep. Beto O'Rourke,,,,,,,,,,,,,,> 60,Male,$50000-$74999,East North Central,iOS Phone / Tablet
10770921072,2019-06-01 22:21:53,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Fmr. V.P. Joe Biden,,,,Sen. Kirsten Gillibrand,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,NYC Mayor Bill de Blasio,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-44,Female,$125000-$149999,Middle Atlantic,iOS Phone / Tablet
10770920140,2019-06-01 22:19:45,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Hispanic or Latino,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,Sen. Elizabeth Warren,Rep. John Delaney,,,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Elizabeth Warren,,,,,,,,,,,18-29,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
10770919870,2019-06-01 22:19:38,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,Asian or Asian American,Fmr. V.P. Joe Biden,,,,,,,,,,,Rep. Tim Ryan,Sen. Bernie Sanders,Sen. Elizabeth Warren,,,,Andrew Yang,,Sen. Michael Bennet,,,,,Fmr. V.P. Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen. Michael Bennet,,,,,30-44,Male,$75000-$99999,East North Central,iOS Phone / Tablet
